date,district,disaster_type,severity,affected_population,economic_loss_usd
2019-07-13,Kicukiro,Storm,Severe,4794,340084
2019-07-14,Burera,Storm,Medium,746,714803
2019-07-15,Rutsiro,Earthquake,Low,3789,253782
2019-07-16,Nyamagabe,Flood,High,1738,276898
2019-07-19,Gicumbi,Landslide,Medium,4702,637176
2019-07-20,Musanze,Landslide,High,3192,496680
2019-07-21,Muhanga,Flood,High,4957,206944
2019-07-22,Musanze,Earthquake,Medium,450,754965
2019-07-24,Kicukiro,Flood,High,4918,351938
2019-07-25,Kirehe,Storm,Low,926,28512
2019-07-26,Rwamagana,Storm,High,2834,833773
2019-07-31,Kirehe,Flood,Medium,2871,180616
2019-08-01,Ngoma,Landslide,Low,4757,638505
2019-08-03,Nyamasheke,Earthquake,Low,3764,334724
2019-08-08,Rulindo,Landslide,Low,1854,672763
2019-08-09,Gicumbi,Earthquake,Low,391,415315
2019-08-10,Ngororero,Storm,Severe,2435,500872
2019-08-16,Rutsiro,Earthquake,High,2402,392156
2019-08-18,Nyanza,Landslide,Low,4493,416702
2019-08-20,Nyabihu,Drought,Severe,2936,531156
2019-08-22,Gakenke,Drought,Severe,1061,559900
2019-08-24,Karongi,Storm,Low,1814,490729
2019-08-26,Kayonza,Drought,Medium,1817,150303
2019-08-27,Rulindo,Earthquake,Low,1495,926561
2019-08-28,Gakenke,Flood,Low,2955,925882
2019-08-29,Kamonyi,Earthquake,Low,1141,537138
2019-08-31,Karongi,Flood,Medium,2654,246322
2019-09-01,Rubavu,Flood,High,4029,701404
2019-09-02,Kayonza,Storm,High,1277,592435
2019-09-04,Nyamagabe,Earthquake,Severe,2791,811784
2019-09-04,Kirehe,Flood,High,762,353047
2019-09-05,Ngoma,Drought,Medium,2021,754306
2019-09-06,Ngoma,Storm,High,1874,785317
2019-09-07,Nyamagabe,Drought,Severe,3784,604985
2019-09-07,Rubavu,Landslide,Medium,894,178318
2019-09-08,Rutsiro,Storm,High,4967,187947
2019-09-10,Rusizi,Storm,High,988,273208
2019-09-11,Gasabo,Flood,Medium,4035,111346
2019-09-11,Kicukiro,Drought,Low,3889,441275
2019-09-12,Nyamagabe,Storm,Medium,3307,222888
2019-09-13,Ngororero,Storm,High,3039,704493
2019-09-13,Gatsibo,Landslide,Severe,841,63570
2019-09-14,Rubavu,Flood,High,1837,551851
2019-09-15,Burera,Landslide,Severe,2663,786020
2019-09-15,Gisagara,Storm,Low,860,578986
2019-09-17,Burera,Storm,Severe,4010,963776
2019-09-17,Gasabo,Storm,Medium,3305,443195
2019-09-18,Rulindo,Drought,Medium,1610,152990
2019-09-19,Bugesera,Flood,Severe,2304,485018
2019-09-19,Huye,Earthquake,High,3323,944487
2019-09-20,Nyamagabe,Storm,Severe,2560,355776
2019-09-22,Rutsiro,Flood,High,530,435961
2019-09-22,Bugesera,Earthquake,High,4857,470495
2019-09-23,Burera,Landslide,Severe,176,973787
2019-09-23,Gasabo,Drought,Low,3085,818835
2019-09-25,Gakenke,Landslide,High,1607,777721
2019-09-25,Nyanza,Earthquake,Medium,4343,786545
2019-09-26,Rutsiro,Landslide,Severe,96,184670
2019-09-26,Nyanza,Landslide,Medium,2911,319414
2019-09-27,Gatsibo,Drought,Medium,362,59189
2019-09-28,Muhanga,Landslide,Medium,3164,118408
2019-09-28,Kamonyi,Drought,Low,601,431937
2019-09-29,Karongi,Landslide,Medium,2305,664023
2019-09-29,Ngoma,Landslide,Medium,2088,879790
2019-10-02,Kirehe,Drought,Severe,4041,232720
2019-10-02,Muhanga,Earthquake,Medium,4651,157644
2019-10-03,Gakenke,Drought,Severe,3756,316294
2019-10-04,Huye,Landslide,Low,2248,967106
2019-10-04,Nyarugenge,Earthquake,Low,3073,957771
2019-10-07,Rwamagana,Flood,Medium,591,552333
2019-10-08,Rubavu,Storm,High,4014,448409
2019-10-08,Nyagatare,Flood,Medium,2472,432080
2019-10-09,Ngororero,Drought,Low,2484,519541
2019-10-10,Kirehe,Storm,Low,2914,66315
2019-10-10,Karongi,Landslide,High,1259,685460
2019-10-11,Gakenke,Drought,Low,543,83967
2019-10-12,Nyabihu,Earthquake,Medium,2054,463432
2019-10-12,Nyanza,Earthquake,Medium,1889,75341
2019-10-14,Nyamagabe,Flood,Medium,3878,672634
2019-10-16,Musanze,Earthquake,Severe,2398,510173
2019-10-16,Musanze,Earthquake,Severe,642,385877
2019-10-20,Ruhango,Earthquake,Low,2727,759207
2019-10-21,Ruhango,Earthquake,Severe,3206,799015
2019-10-22,Ngoma,Storm,Medium,4156,335703
2019-10-23,Nyanza,Earthquake,High,2744,50782
2019-10-23,Muhanga,Earthquake,Severe,1346,789041
2019-10-24,Nyamasheke,Storm,Low,4865,784579
2019-10-25,Gatsibo,Drought,Severe,4431,986847
2019-10-26,Burera,Landslide,High,1712,497895
2019-10-26,Nyamasheke,Drought,Severe,4943,919250
2019-10-27,Bugesera,Drought,Medium,2323,946367
2019-10-28,Muhanga,Storm,High,3499,289261
2019-10-28,Muhanga,Drought,Medium,525,100152
2019-10-29,Gakenke,Flood,Severe,2180,552749
2019-10-30,Ngororero,Storm,Medium,3035,570957
2019-10-30,Rubavu,Drought,Medium,1858,126842
2019-11-01,Ruhango,Flood,Severe,3247,422468
2019-11-02,Kayonza,Flood,Low,1176,413197
2019-11-02,Muhanga,Drought,Severe,1517,690736
2019-11-03,Nyaruguru,Landslide,High,2931,792054
2019-11-03,Nyamagabe,Drought,High,4143,59451
2019-11-04,Rusizi,Landslide,Low,774,991308
2019-11-06,Kayonza,Storm,Medium,1555,604877
2019-11-06,Nyabihu,Drought,High,1425,546225
2019-11-07,Ngoma,Earthquake,High,1031,169730
2019-11-07,Karongi,Drought,High,3478,165137
2019-11-08,Karongi,Storm,Low,4259,679554
2019-11-09,Bugesera,Landslide,Low,4780,677330
2019-11-09,Kamonyi,Storm,High,4252,892612
2019-11-11,Kamonyi,Earthquake,Low,3322,518749
2019-11-12,Rutsiro,Drought,Low,698,538652
2019-11-12,Ngoma,Earthquake,Medium,943,962285
2019-11-15,Nyagatare,Earthquake,Severe,3452,995981
2019-11-15,Gatsibo,Storm,Low,4970,866131
2019-11-17,Gisagara,Drought,Severe,1092,84272
2019-11-17,Ngororero,Landslide,Low,275,639168
2019-11-18,Ruhango,Landslide,Medium,4641,103931
2019-11-18,Kamonyi,Earthquake,Low,4391,821343
2019-11-19,Kayonza,Earthquake,Severe,1124,219598
2019-11-19,Rulindo,Earthquake,High,2936,655611
2019-11-21,Karongi,Earthquake,Medium,2000,288947
2019-11-21,Rutsiro,Storm,Medium,4906,302056
2019-11-23,Rulindo,Landslide,Medium,3835,460463
2019-11-23,Nyabihu,Drought,High,1744,801512
2019-11-24,Muhanga,Earthquake,High,2220,110198
2019-11-24,Nyagatare,Landslide,Medium,2276,162610
2019-11-25,Huye,Flood,Medium,4652,311540
2019-11-26,Muhanga,Flood,High,222,879804
2019-11-26,Ruhango,Drought,Severe,2577,770863
2019-11-27,Gicumbi,Landslide,High,1217,217906
2019-11-28,Ngoma,Storm,High,4429,700919
2019-11-29,Nyamagabe,Drought,Medium,305,222988
2019-11-30,Gatsibo,Flood,Medium,238,70828
2019-11-30,Kicukiro,Flood,Medium,2648,884757
2019-12-01,Rusizi,Earthquake,Severe,4085,622241
2019-12-01,Muhanga,Earthquake,Low,4135,571996
2019-12-02,Gakenke,Earthquake,Low,3291,26393
2019-12-04,Nyagatare,Landslide,Severe,574,748184
2019-12-05,Kicukiro,Storm,Severe,3444,859629
2019-12-06,Rulindo,Earthquake,High,185,419404
2019-12-06,Nyanza,Storm,Severe,2685,326345
2019-12-08,Musanze,Earthquake,Low,4785,259839
2019-12-08,Rulindo,Landslide,High,2427,970135
2019-12-13,Gakenke,Storm,Medium,2135,704199
2019-12-14,Nyamasheke,Storm,Low,4688,124339
2019-12-17,Gakenke,Earthquake,Low,3945,750895
2019-12-17,Nyanza,Drought,Low,903,127463
2019-12-18,Burera,Earthquake,Severe,2264,994836
2019-12-19,Nyaruguru,Storm,High,88,422333
2019-12-20,Huye,Earthquake,Medium,2795,429267
2019-12-20,Rulindo,Earthquake,Medium,3148,380538
2019-12-21,Rulindo,Landslide,Severe,3997,130454
2019-12-21,Kirehe,Storm,Medium,3624,378576
2019-12-22,Musanze,Drought,High,3810,22958
2019-12-24,Kamonyi,Earthquake,Severe,1061,442713
2019-12-25,Gasabo,Drought,Medium,2537,521637
2019-12-25,Nyamasheke,Storm,Medium,226,360993
2019-12-26,Gisagara,Flood,High,2543,672354
2019-12-27,Kirehe,Landslide,Low,3619,782495
2019-12-30,Karongi,Drought,Medium,3892,479401
2019-12-30,Gicumbi,Storm,Medium,3085,573542
2020-01-02,Nyamagabe,Landslide,High,757,585148
2020-01-04,Huye,Earthquake,High,3731,922757
2020-01-08,Musanze,Flood,Severe,977,744718
2020-01-10,Ngororero,Landslide,Severe,1422,864999
2020-01-11,Huye,Flood,Low,975,894958
2020-01-12,Rubavu,Drought,High,113,151729
2020-01-13,Nyarugenge,Drought,Severe,1060,188736
2020-01-18,Rusizi,Flood,Severe,4016,993311
2020-01-19,Nyanza,Flood,High,2374,972627
2020-01-20,Rwamagana,Flood,High,2103,594205
2020-01-21,Gicumbi,Storm,Medium,4180,740548
2020-01-22,Huye,Drought,Medium,585,102766
2020-01-23,Rutsiro,Landslide,Severe,638,172105
2020-01-24,Ngororero,Drought,High,4642,881966
2020-01-25,Nyarugenge,Storm,High,1166,406249
2020-01-27,Karongi,Storm,High,1088,739693
2020-01-28,Gasabo,Earthquake,Low,2679,809212
2020-01-29,Musanze,Drought,High,4551,56071
2020-02-01,Rubavu,Flood,High,4899,8884
2020-02-03,Ruhango,Landslide,Severe,2720,85597
2020-02-05,Kayonza,Landslide,Severe,3637,490624
2020-02-06,Ngororero,Earthquake,Severe,2537,645383
2020-02-07,Gicumbi,Landslide,High,3598,791784
2020-02-12,Muhanga,Landslide,Medium,4707,523213
2020-02-13,Huye,Earthquake,Low,3767,753304
2020-02-17,Ngoma,Earthquake,Severe,3309,768860
2020-02-18,Nyamasheke,Landslide,Medium,1164,939399
2020-02-21,Gatsibo,Earthquake,Severe,2088,854617
2020-02-23,Kirehe,Landslide,Severe,4362,96788
2020-02-25,Gakenke,Flood,High,3639,859638
2020-02-26,Ngororero,Storm,Medium,4926,398396
2020-02-27,Ngororero,Earthquake,Severe,2794,529051
2020-03-01,Ngororero,Drought,High,2739,365280
2020-03-02,Gicumbi,Landslide,Medium,1674,471985
2020-03-02,Ngororero,Storm,High,3268,288070
2020-03-03,Gisagara,Landslide,High,1029,165018
2020-03-03,Nyarugenge,Drought,High,1370,722253
2020-03-04,Muhanga,Flood,High,1113,617551
2020-03-05,Nyanza,Earthquake,High,1105,647992
2020-03-05,Nyanza,Earthquake,High,718,699518
2020-03-06,Gatsibo,Landslide,High,1529,654987
2020-03-07,Rulindo,Drought,Low,861,792654
2020-03-07,Rusizi,Storm,Low,3380,541315
2020-03-11,Bugesera,Flood,Medium,2804,967011
2020-03-11,Rulindo,Landslide,Severe,3727,407424
2020-03-13,Karongi,Earthquake,Medium,529,730585
2020-03-15,Ngoma,Flood,High,3846,625468
2020-03-16,Nyamagabe,Drought,Severe,2841,438412
2020-03-18,Kayonza,Flood,High,2449,628283
2020-03-18,Karongi,Landslide,Low,1498,299202
2020-03-22,Gakenke,Drought,Low,2746,888283
2020-03-22,Gisagara,Flood,Low,4508,448583
2020-03-27,Huye,Landslide,Low,4039,928074
2020-03-27,Rwamagana,Storm,High,130,556191
2020-03-28,Nyamagabe,Storm,High,4205,814727
2020-03-29,Nyanza,Landslide,High,1023,896984
2020-03-29,Kicukiro,Landslide,Low,3712,527311
2020-03-30,Kamonyi,Flood,High,4494,64718
2020-03-31,Rubavu,Storm,Low,3316,536994
2020-04-03,Gatsibo,Earthquake,Low,1736,448080
2020-04-05,Musanze,Landslide,Severe,1150,273572
2020-04-05,Kamonyi,Storm,High,3897,650754
2020-04-06,Kicukiro,Storm,Medium,3916,276331
2020-04-06,Musanze,Earthquake,Low,2648,33575
2020-04-07,Nyaruguru,Flood,Severe,3741,792850
2020-04-09,Musanze,Earthquake,High,488,293891
2020-04-09,Gisagara,Storm,Low,160,674755
2020-04-10,Gisagara,Landslide,High,1356,492778
2020-04-10,Nyagatare,Storm,Severe,1654,233714
2020-04-11,Ruhango,Flood,Severe,428,21908
2020-04-11,Kamonyi,Landslide,Low,1088,205145
2020-04-12,Gisagara,Drought,Low,1145,418738
2020-04-13,Karongi,Earthquake,Severe,3571,252357
2020-04-13,Gisagara,Storm,Low,964,65209
2020-04-14,Ruhango,Storm,High,1800,736983
2020-04-15,Gasabo,Flood,Low,1428,489876
2020-04-15,Nyarugenge,Storm,Low,550,186870
2020-04-16,Kayonza,Flood,Low,1164,123642
2020-04-17,Ruhango,Drought,High,801,793133
2020-04-17,Ngoma,Drought,High,1529,829135
2020-04-18,Gicumbi,Flood,Medium,1916,757234
2020-04-19,Kirehe,Storm,Low,821,370595
2020-04-19,Nyaruguru,Flood,Medium,2269,907656
2020-04-21,Nyamasheke,Storm,Severe,618,845979
2020-04-21,Huye,Storm,Low,2197,251999
2020-04-25,Kayonza,Drought,Medium,4061,54639
2020-04-25,Rusizi,Flood,Low,4023,475688
2020-04-27,Muhanga,Earthquake,Severe,4227,716349
2020-04-27,Huye,Earthquake,Severe,2091,316885
2020-04-28,Nyamagabe,Earthquake,Severe,1273,759643
2020-04-28,Nyagatare,Drought,Medium,1451,257710
2020-04-29,Bugesera,Drought,Medium,3186,27926
2020-04-29,Nyabihu,Flood,Severe,1944,828465
2020-04-30,Rutsiro,Flood,Severe,1649,457441
2020-05-02,Kicukiro,Earthquake,Severe,305,786156
2020-05-02,Kicukiro,Earthquake,Severe,3048,388915
2020-05-04,Gakenke,Landslide,High,2084,824052
2020-05-06,Ngororero,Earthquake,Severe,1512,174869
2020-05-08,Burera,Drought,High,3747,740703
2020-05-09,Kicukiro,Landslide,Medium,481,810729
2020-05-11,Nyaruguru,Landslide,Low,4656,277398
2020-05-11,Kirehe,Flood,Severe,2266,550897
2020-05-12,Huye,Landslide,High,526,438537
2020-05-13,Karongi,Landslide,Medium,2671,842175
2020-05-15,Kayonza,Drought,Low,2580,953575
2020-05-15,Ngoma,Landslide,Severe,465,770978
2020-05-16,Gakenke,Landslide,Medium,1218,464011
2020-05-17,Nyabihu,Earthquake,High,2155,229001
2020-05-18,Nyaruguru,Flood,Medium,3551,566505
2020-05-18,Rusizi,Landslide,Medium,1059,276290
2020-05-19,Nyarugenge,Storm,Medium,4627,870693
2020-05-20,Kamonyi,Earthquake,Low,2887,209286
2020-05-21,Gicumbi,Landslide,Severe,4366,784275
2020-05-22,Gakenke,Drought,Severe,1400,902249
2020-05-22,Nyanza,Landslide,Severe,4384,39827
2020-05-25,Rulindo,Earthquake,High,1846,777999
2020-05-25,Gasabo,Earthquake,Severe,4570,48274
2020-05-26,Musanze,Flood,Low,2588,27289
2020-05-26,Nyanza,Flood,Low,3760,147359
2020-05-27,Rubavu,Storm,Medium,106,420809
2020-05-28,Gicumbi,Drought,Severe,1566,321093
2020-05-28,Huye,Earthquake,Severe,1919,50107
2020-05-29,Burera,Drought,Medium,4139,29219
2020-05-30,Nyaruguru,Landslide,High,2417,798690
2020-06-01,Gicumbi,Earthquake,Severe,3020,141159
2020-06-02,Gisagara,Storm,Medium,3587,324336
2020-06-06,Kayonza,Earthquake,High,262,156672
2020-06-08,Nyanza,Flood,Low,4904,93877
2020-06-11,Rusizi,Landslide,High,2860,960885
2020-06-13,Rwamagana,Flood,High,2127,172023
2020-06-16,Nyabihu,Flood,Low,178,753006
2020-06-17,Nyamasheke,Earthquake,Severe,663,122663
2020-06-20,Kicukiro,Drought,Low,446,333449
2020-06-21,Bugesera,Earthquake,Severe,869,602321
2020-06-23,Nyagatare,Flood,High,2057,137518
2020-06-24,Karongi,Earthquake,Medium,89,430846
2020-06-27,Rutsiro,Flood,Low,3461,192620
2020-06-29,Bugesera,Landslide,Severe,1757,719192
2020-07-02,Gisagara,Landslide,High,1328,787473
2020-07-03,Rubavu,Landslide,Severe,3125,319411
2020-07-04,Ngoma,Drought,Medium,1050,925157
2020-07-06,Rutsiro,Earthquake,Low,1278,914202
2020-07-08,Gasabo,Storm,Medium,3512,916996
2020-07-16,Kicukiro,Landslide,High,3810,690083
2020-07-17,Kirehe,Flood,Low,187,188209
2020-07-18,Bugesera,Storm,Medium,214,641205
2020-07-22,Ngoma,Landslide,High,3650,789716
2020-07-23,Nyamagabe,Landslide,Severe,163,244169
2020-07-24,Gakenke,Earthquake,Severe,2336,436581
2020-07-26,Kirehe,Storm,Medium,3204,791498
2020-07-29,Muhanga,Drought,High,2633,178198
2020-08-01,Rwamagana,Earthquake,Low,1406,751181
2020-08-07,Rulindo,Flood,High,1902,914225
2020-08-09,Nyamasheke,Drought,High,407,722394
2020-08-10,Nyabihu,Flood,Severe,4355,390579
2020-08-11,Gisagara,Landslide,Severe,3520,274290
2020-08-12,Nyarugenge,Landslide,High,3764,363657
2020-08-16,Kayonza,Storm,High,3257,472713
2020-08-17,Nyarugenge,Drought,Severe,1098,672389
2020-08-20,Ruhango,Flood,Severe,1549,804842
2020-08-21,Gicumbi,Drought,Medium,1507,22983
2020-08-23,Kamonyi,Landslide,Severe,1385,485000
2020-08-24,Rubavu,Earthquake,Low,4274,289892
2020-08-25,Nyamagabe,Earthquake,High,1515,957386
2020-08-28,Rwamagana,Landslide,High,1999,144175
2020-08-30,Gisagara,Flood,Medium,2705,590194
2020-09-01,Kayonza,Flood,Severe,1296,217405
2020-09-02,Gicumbi,Landslide,Low,2736,289552
2020-09-03,Kirehe,Flood,Severe,762,526011
2020-09-04,Gicumbi,Earthquake,Medium,4249,925946
2020-09-04,Gicumbi,Flood,Medium,224,457262
2020-09-05,Nyarugenge,Drought,Severe,1181,472941
2020-09-05,Kirehe,Drought,High,1132,172932
2020-09-06,Rwamagana,Flood,Low,452,84005
2020-09-08,Kirehe,Landslide,Medium,858,891605
2020-09-08,Muhanga,Storm,Medium,2945,390657
2020-09-09,Musanze,Storm,High,4494,554949
2020-09-10,Nyabihu,Drought,Low,1140,14729
2020-09-10,Nyagatare,Flood,High,176,433178
2020-09-11,Nyagatare,Earthquake,High,756,517608
2020-09-12,Rwamagana,Flood,High,849,233992
2020-09-13,Nyamagabe,Storm,High,4114,918912
2020-09-15,Nyanza,Flood,Low,1845,279110
2020-09-15,Kayonza,Storm,High,1076,932905
2020-09-16,Gakenke,Earthquake,Severe,2132,4950
2020-09-17,Nyanza,Storm,Medium,1794,347132
2020-09-18,Kamonyi,Landslide,High,2466,470734
2020-09-18,Ruhango,Storm,Severe,4163,437409
2020-09-22,Kamonyi,Storm,Low,2661,754329
2020-09-22,Ngororero,Storm,Low,2293,511580
2020-09-23,Rwamagana,Earthquake,High,824,653200
2020-09-23,Nyaruguru,Storm,High,2382,477388
2020-09-24,Ruhango,Storm,High,3573,970525
2020-09-25,Ruhango,Storm,High,1097,407715
2020-09-25,Gasabo,Earthquake,High,4329,570248
2020-09-26,Rwamagana,Earthquake,Severe,1798,376973
2020-09-27,Kicukiro,Drought,High,4551,8904
2020-09-27,Rutsiro,Flood,Severe,804,754309
2020-09-28,Nyamagabe,Flood,Medium,134,176412
2020-09-28,Ngororero,Drought,Medium,1009,122957
2020-09-29,Muhanga,Storm,High,4575,931831
2020-09-29,Musanze,Storm,Medium,258,657016
2020-09-30,Gasabo,Earthquake,Low,3525,397313
2020-09-30,Rusizi,Drought,High,1190,541404
2020-10-02,Nyamagabe,Earthquake,Severe,4916,931506
2020-10-06,Gasabo,Flood,Low,4676,728720
2020-10-06,Gakenke,Landslide,Medium,3323,580126
2020-10-08,Bugesera,Drought,Low,4412,973280
2020-10-12,Nyamagabe,Storm,Severe,3053,171167
2020-10-13,Karongi,Landslide,Severe,3492,399882
2020-10-13,Kirehe,Flood,Low,4970,705693
2020-10-14,Nyabihu,Storm,Low,3029,154861
2020-10-14,Kicukiro,Flood,High,3561,20618
2020-10-16,Bugesera,Flood,Severe,2670,828376
2020-10-16,Nyamagabe,Flood,Low,224,513466
2020-10-19,Gasabo,Drought,Medium,4201,900498
2020-10-19,Nyarugenge,Flood,Severe,4180,17815
2020-10-22,Burera,Earthquake,Severe,1047,60462
2020-10-22,Gisagara,Landslide,Low,3775,219152
2020-10-23,Nyabihu,Earthquake,Severe,4466,126930
2020-10-23,Gisagara,Flood,High,3179,292213
2020-10-24,Rubavu,Flood,High,2008,17584
2020-10-27,Rwamagana,Earthquake,Low,2216,705956
2020-10-27,Rutsiro,Earthquake,Low,2843,605295
2020-10-28,Rusizi,Drought,Low,1349,193457
2020-10-29,Burera,Drought,Severe,2276,318307
2020-10-29,Nyanza,Drought,High,4238,793063
2020-10-30,Nyaruguru,Drought,High,2265,900527
2020-11-03,Musanze,Storm,Medium,1187,970836
2020-11-05,Musanze,Flood,Medium,1703,959961
2020-11-06,Gatsibo,Drought,Severe,4089,1840
2020-11-09,Ngororero,Flood,Low,4937,583876
2020-11-10,Muhanga,Storm,Medium,3584,25063
2020-11-10,Nyaruguru,Flood,Severe,492,511009
2020-11-11,Ruhango,Landslide,Medium,3720,734206
2020-11-11,Musanze,Storm,High,3698,203636
2020-11-12,Gicumbi,Drought,Severe,676,59676
2020-11-15,Nyaruguru,Landslide,Low,1355,404230
2020-11-15,Burera,Flood,Severe,3087,410202
2020-11-16,Nyamagabe,Flood,Medium,658,249811
2020-11-16,Nyaruguru,Storm,Medium,378,798375
2020-11-18,Kicukiro,Landslide,Medium,2743,621547
2020-11-19,Nyaruguru,Flood,High,4425,272044
2020-11-19,Burera,Flood,High,3634,375128
2020-11-20,Burera,Storm,Medium,963,595935
2020-11-25,Burera,Earthquake,High,3367,771622
2020-11-26,Ngoma,Landslide,Medium,1278,899730
2020-11-27,Nyaruguru,Storm,High,1802,900208
2020-11-28,Rusizi,Landslide,Severe,4486,657754
2020-11-29,Rubavu,Earthquake,High,652,912626
2020-11-29,Muhanga,Storm,Low,3650,418447
2020-11-30,Gakenke,Storm,Medium,4952,172741
2020-11-30,Nyagatare,Earthquake,Severe,2403,892507
2020-12-02,Rwamagana,Landslide,Severe,851,769398
2020-12-02,Gicumbi,Earthquake,Severe,2678,198041
2020-12-03,Rusizi,Storm,High,1263,117067
2020-12-05,Gakenke,Flood,High,4044,394488
2020-12-06,Rubavu,Storm,High,3012,962329
2020-12-06,Rwamagana,Storm,Severe,4532,652982
2020-12-07,Rwamagana,Earthquake,Medium,617,147245
2020-12-08,Gicumbi,Drought,Severe,1916,722844
2020-12-09,Gasabo,Earthquake,Medium,4385,53350
2020-12-09,Musanze,Storm,Low,4506,386249
2020-12-10,Ruhango,Storm,Medium,3600,812176
2020-12-10,Huye,Drought,Medium,1122,848061
2020-12-11,Ngororero,Drought,Severe,1889,95453
2020-12-11,Gasabo,Earthquake,Medium,1359,260031
2020-12-13,Kirehe,Drought,Medium,4832,305829
2020-12-15,Huye,Drought,Severe,780,547722
2020-12-15,Rwamagana,Flood,High,1690,708423
2020-12-16,Musanze,Storm,Low,3833,349729
2020-12-18,Rusizi,Drought,Severe,2113,82013
2020-12-18,Nyagatare,Storm,Medium,4154,237839
2020-12-19,Gakenke,Landslide,Medium,454,242385
2020-12-20,Ruhango,Earthquake,High,3938,156682
2020-12-21,Ruhango,Landslide,High,4062,289572
2020-12-22,Nyarugenge,Storm,Medium,953,336504
2020-12-23,Karongi,Landslide,Severe,1805,171776
2020-12-23,Rubavu,Earthquake,Low,4632,625920
2020-12-25,Gatsibo,Landslide,High,3690,435176
2020-12-27,Gicumbi,Flood,Severe,502,276722
2020-12-27,Nyaruguru,Drought,Severe,1509,178836
2020-12-28,Rusizi,Storm,Severe,2055,117497
2020-12-28,Nyagatare,Drought,Severe,2496,547328
2020-12-29,Ngoma,Landslide,Low,4509,881854
2020-12-29,Rusizi,Flood,High,3991,892920
2020-12-30,Gakenke,Storm,Severe,387,642006
2020-12-30,Rusizi,Drought,Severe,3035,610374
2020-12-31,Huye,Flood,High,3766,931010
2020-12-31,Kirehe,Earthquake,High,4309,556479
2021-01-01,Nyagatare,Landslide,High,1439,782741
2021-01-02,Gakenke,Earthquake,High,3795,953168
2021-01-03,Karongi,Earthquake,High,1369,775391
2021-01-05,Gicumbi,Earthquake,Medium,3417,642529
2021-01-06,Bugesera,Storm,Medium,4575,623239
2021-01-07,Huye,Landslide,Low,2129,371623
2021-01-08,Bugesera,Flood,Medium,1505,981309
2021-01-10,Gicumbi,Earthquake,Medium,3363,308995
2021-01-11,Ngororero,Earthquake,Low,3160,336192
2021-01-13,Muhanga,Landslide,Low,1176,893664
2021-01-16,Gicumbi,Drought,High,2923,960439
2021-01-17,Gisagara,Landslide,High,3498,862286
2021-01-19,Ngoma,Drought,High,867,511243
2021-01-20,Musanze,Landslide,High,3752,347986
2021-01-22,Ruhango,Drought,Severe,1744,614802
2021-01-27,Muhanga,Flood,Low,4994,477236
2021-01-28,Burera,Flood,High,4561,872098
2021-01-31,Kirehe,Earthquake,Low,2118,45616
2021-02-07,Nyagatare,Landslide,High,3225,485692
2021-02-08,Rwamagana,Flood,Medium,4990,516212
2021-02-09,Nyabihu,Storm,Severe,192,167592
2021-02-10,Karongi,Drought,Medium,4361,768913
2021-02-18,Gakenke,Flood,Severe,4862,909295
2021-02-19,Gasabo,Drought,Low,796,199774
2021-02-21,Rutsiro,Storm,Low,3952,131728
2021-02-22,Nyanza,Drought,Severe,1511,970967
2021-02-23,Burera,Landslide,High,1495,717190
2021-02-24,Rubavu,Landslide,Low,1457,548946
2021-02-25,Karongi,Drought,High,3731,256064
2021-02-26,Karongi,Landslide,Low,384,749529
2021-02-27,Rulindo,Drought,High,1769,181673
2021-03-01,Kicukiro,Earthquake,High,3779,711294
2021-03-01,Rwamagana,Earthquake,Low,2793,889123
2021-03-02,Gatsibo,Storm,Medium,4039,525914
2021-03-02,Kayonza,Landslide,Low,4343,274148
2021-03-03,Nyanza,Storm,Low,558,830892
2021-03-04,Gakenke,Storm,Medium,2840,784333
2021-03-08,Nyamagabe,Earthquake,Medium,748,43308
2021-03-08,Gasabo,Flood,Severe,3189,561316
2021-03-09,Ngoma,Storm,Medium,2278,623891
2021-03-09,Nyarugenge,Drought,Severe,3691,841693
2021-03-13,Nyagatare,Drought,Severe,2850,852003
2021-03-14,Rusizi,Drought,Severe,3536,102456
2021-03-15,Huye,Earthquake,Low,3926,697166
2021-03-17,Nyanza,Landslide,High,4598,270577
2021-03-17,Nyamasheke,Flood,High,4254,5794
2021-03-18,Huye,Landslide,Medium,3841,664593
2021-03-19,Ruhango,Storm,Low,3519,832998
2021-03-19,Bugesera,Drought,Severe,4416,27445
2021-03-20,Nyamagabe,Landslide,Low,2156,215969
2021-03-21,Huye,Drought,Low,2964,409903
2021-03-22,Rulindo,Storm,Severe,3970,317372
2021-03-22,Gisagara,Earthquake,Medium,2794,896301
2021-03-23,Muhanga,Flood,Low,1420,163749
2021-03-23,Rusizi,Storm,Medium,2852,735512
2021-03-25,Rulindo,Flood,Severe,1295,162136
2021-03-26,Rutsiro,Drought,Low,1958,853209
2021-03-27,Rubavu,Drought,Severe,3876,999718
2021-03-27,Musanze,Landslide,Low,1024,86217
2021-03-28,Huye,Flood,Low,3218,283037
2021-03-30,Nyamagabe,Flood,Medium,4828,405868
2021-03-31,Huye,Storm,High,2131,452980
2021-04-02,Nyagatare,Flood,Low,2169,285483
2021-04-02,Ngororero,Landslide,Medium,3587,971332
2021-04-03,Nyarugenge,Earthquake,Low,421,72763
2021-04-03,Bugesera,Landslide,Severe,2432,704744
2021-04-04,Gakenke,Landslide,High,2743,843535
2021-04-06,Gakenke,Storm,Medium,126,71985
