district,sector,latitude,longitude,soil_type,flood_count_5yr,flash_flood_count_5yr,riverine_flood_count_5yr,landslide_count_5yr,mudslide_count_5yr,drought_months_5yr,severe_storm_count_5yr,windstorm_count_5yr,hailstorm_count_5yr,lightning_strike_count_5yr,earthquake_count_5yr,forest_fire_count_5yr,epidemic_outbreak_count_5yr,casualties_5yr,displaced_people_5yr,damaged_buildings_5yr,damaged_crops_hectares_5yr,infrastructure_damage_count_5yr,annual_rainfall_mm,max_daily_rainfall_mm,dry_season_length_days,extreme_heat_days_per_year,extreme_rainfall_days_per_year,elevation_m,slope_degree,distance_to_water_km,soil_erosion_risk_index,vegetation_cover_percentage,population_density,infrastructure_index,emergency_resources_score,early_warning_systems_score,healthcare_access_score,poverty_index,historical_damage_usd
Rulindo,Mbogo,-1.7506,29.9931,Sandy clay,5,0,2,3,0,1,10,2,2,10,3,0,1,5,20,165,226,68,931.4734045940027,29.829770848279857,107.32469894973538,47,5,1771.6353785035233,9.07056072373231,7.362524339963987,-3.0567764850485304,22.769390156642537,938.0057132479247,52.20103946574875,62.89023606815327,68.98770077997195,63.65615363307409,43.27053718413645,169559.75363666355
Rulindo,Murambi,-1.7506,30.0206,Clay,3,2,1,1,0,3,10,6,6,1,4,0,0,28,451,20,22,75,1165.5280809084966,71.03573474817651,113.25123284291658,46,27,1664.4307782385863,13.958051542431814,2.96058155054521,35.95213067331758,41.13094535323474,1234.2108844107672,51.5679649455388,57.286414028973,80.97829658599159,64.41627922276392,43.62002999253777,37386.55588000956
Rulindo,Ngoma,-1.7506,30.0481,Sandy loam,4,5,4,4,4,0,10,0,0,2,2,0,2,12,767,102,168,88,1059.848493057027,52.487684356524994,96.76578288087897,19,25,1784.2540894310782,13.893068909574152,4.787954390834472,35.229664566576375,58.488743314435396,946.5969918282374,38.937920419511016,92.79124380540887,83.8958074145591,69.1045156765711,68.58664688105873,95842.71793070914
Rulindo,Ntarabana,-1.77,29.9931,Clay loam,4,3,3,2,1,1,6,1,5,10,1,0,2,0,243,184,16,78,704.3399369193359,86.48430612364986,101.12544073653358,45,8,1710.6815756899987,19.175980548653996,3.934957650778369,55.89238292744024,26.580765946859295,1318.722794785369,43.698736262845394,68.22430688962643,50.92323962348366,73.05219390231575,40.05553504298885,77229.43946039547
Rulindo,Rukozo,-1.77,30.0206,Sandy clay,0,2,2,2,0,0,6,9,2,4,0,0,0,30,931,19,5,86,752.8279368164791,108.38836402319177,111.3410905355495,14,20,1751.97198225166,16.29347963102112,3.1879706036927615,30.37544503264185,80.37233057079837,1160.5202515456106,66.42287992891066,64.74900976625767,74.00592899692538,60.97723864703444,33.2516924280906,61707.096503050445
Rulindo,Rusiga,-1.77,30.0481,Clay,1,0,1,3,1,1,3,2,2,1,1,1,2,28,900,8,14,46,778.9177474594487,140.13770919509932,122.03043630408669,48,29,1840.496052132343,10.240964542354757,3.6952110222621686,34.90979224560763,72.37573133493957,1083.3071411840933,65.59672261997785,61.76976963166424,59.037731936820364,46.02020984805307,23.724162260619877,91133.40399329874
Rulindo,Shyorongi,-1.7894,29.9931,Sandy loam,0,0,0,3,2,0,6,7,5,1,4,0,2,30,575,67,325,20,766.2705613199932,44.45182723766967,79.27716796759707,17,5,1794.6709896711973,11.888788315003458,3.74292604992167,21.170223616401756,51.428119052622925,521.0674532200317,33.812461876726545,57.38694984172005,41.83257917850662,70.86605422024128,25.147530041995058,54993.96419573025
Rulindo,Tumba,-1.7894,30.0206,Clay loam,1,3,2,3,1,0,4,0,2,10,1,1,1,3,247,59,173,57,737.1070365588607,57.32537793609388,93.69113997243636,41,19,1749.0028256821072,8.95679833178383,6.633458345655264,17.81134891963135,86.75756294722736,1299.2110249395773,57.364857408891694,19.12456222016325,48.58394312265288,62.3061069057124,38.41687320381273,29249.065492956874
Huye,Gishamvu,-2.6284,29.7453,Clay loam,0,4,1,3,0,3,1,3,0,2,3,0,0,38,370,193,136,73,526.9041394035801,62.43549171044886,114.09052061204876,36,22,2707.8936305129214,16.23861073600412,5.866642521407148,21.978289330085268,63.65040191381389,1172.39111674011,78.75766824265686,46.070118289139224,61.04419486105016,55.46050782757679,57.936489753039105,-47884.93035932492
Huye,Karama,-2.5942,29.7897,Sandy clay,2,2,2,0,3,0,8,8,6,11,2,0,0,4,869,76,47,67,964.3618063188541,106.84048951756165,119.01888833993715,39,8,2622.2759421102596,11.558244281516455,5.382495357632088,35.51348233438925,59.121359845207635,1102.5551811749192,47.687600867306365,59.720117350989355,61.76277401643682,69.47998144256624,60.65670982965156,169225.80051266882
Huye,Maraba,-2.5523,29.7442,Clay,2,0,1,3,2,0,4,2,5,2,4,1,0,42,172,199,113,90,605.855700967725,93.32298732948394,110.94810802896924,20,12,2475.699968782285,18.316393728146437,5.022144708241945,17.49305788197556,48.346731387230754,727.3656503105105,23.869612366299997,76.76260012627034,45.27035115750277,90.68337658951047,28.96611041198663,76628.72498542668
Huye,Mukura,-2.5831,29.6789,Sandy loam,2,0,2,0,4,2,8,5,5,12,0,0,2,1,818,156,399,1,761.9126746142609,52.88584311201454,128.74787057214425,17,29,2602.725008344046,16.081648905597348,3.9122649809095043,14.056547180474912,64.67910271892922,1158.7252409547516,52.207964720534335,38.04412624885072,54.853319586203845,50.64436862945222,21.137840296538837,134989.9588281518
Huye,Ngoma,-2.6173,29.7564,Clay loam,3,3,1,2,1,4,4,2,2,9,4,1,0,12,376,120,207,39,745.6119342497834,114.76752926705215,120.21346935854069,31,17,2532.9945403465613,11.82278688513767,5.14518151411556,12.27978458322372,84.78228449095904,1005.7191214297948,39.28939654163615,63.43047841408278,79.71588603172682,73.17639862895498,28.343952177378405,53054.40301201256
Huye,Rusatira,-2.5789,29.7654,Sandy loam,0,0,4,5,0,2,10,5,4,10,2,0,2,27,300,96,211,3,481.16749573478046,11.72991643673798,106.46951341272634,43,13,2570.6270144095547,22.727174987453814,6.685562061405699,24.690734187902876,43.428517222130594,849.4274322234162,43.62528663591523,63.6077478400877,39.52853348036449,69.41920380120771,58.02053840782841,89263.75745448658
Huye,Rwaniro,-2.5934,29.7788,Clay loam,1,1,0,0,2,5,6,8,5,7,4,0,2,4,427,173,121,68,919.7893133700909,76.51088306575134,92.9338803759491,49,19,2586.1409565095396,12.112434260310048,0.6123042328903194,12.741409225336138,55.882137653930315,927.709950795889,47.610215979859255,26.50884782523854,55.3500521288108,42.07966849055256,40.4524222244797,81568.35010978676
Huye,Simbi,-2.5677,29.7345,Clay,0,3,1,2,0,5,1,4,0,0,2,1,1,7,961,57,217,9,307.62244209679176,59.280338844964206,120.53806929025478,12,11,2587.853945013487,15.594343485260172,7.821778327247619,16.89611775750702,75.95132115184731,993.5503459399391,40.41489600265366,80.27211740427136,77.08272673735905,71.45934706969626,41.434772163154065,3362.545741884962
Huye,Kinazi,-2.5845,29.7567,Sandy clay,2,0,3,4,3,1,5,5,6,6,1,0,1,34,201,133,94,38,930.8198246644873,85.15078760541752,121.78364479684174,46,5,2537.0852723470853,21.301121037368063,5.667398528217106,6.237588713165849,34.49146085695543,897.990554356889,61.801212515379504,24.513935722472553,28.115741665164265,82.30158677646469,55.77102077231067,58529.44115689329
Huye,Tumba,-2.6012,29.7432,Loam,1,4,1,3,2,0,1,5,3,0,4,0,0,13,247,175,42,48,602.2347829710623,119.2428106264618,130.16863599893276,18,23,2629.673975866265,18.46085314203988,4.876070446219236,25.742929214282153,57.5065276649047,814.2042257956434,33.954777798541556,101.82614502050126,69.29329404060397,87.07025018859073,49.99176985921535,85859.97853649441
Huye,Mbazi,-2.5934,29.7654,Clay loam,4,2,3,4,1,5,5,7,0,5,3,1,2,39,305,8,149,16,1098.7360734786816,66.20911132089552,113.78072703010884,40,17,2578.021096062506,14.82213144928937,5.672030415087141,35.133518624118075,4.365434985356316,1086.712601043114,70.83109164719782,78.7571733031323,65.18722737210334,66.98250295968852,58.46039473024413,103642.23467550578
Huye,Ruhashya,-2.5878,29.7789,Sandy loam,3,5,2,3,4,0,0,5,1,8,3,0,0,35,33,104,254,47,283.3894491685562,19.442324559193743,141.75073545456723,21,18,2536.474956268396,21.33207882979253,6.191246501147981,39.98275479442755,65.22988599620412,373.83873909825013,51.76113757282524,64.44621519605269,57.16170624986907,69.22646406764555,36.76739692857721,43921.42224704269
Huye,Huye,-2.5967,29.7567,Clay,3,2,0,0,1,3,9,2,2,9,3,0,0,0,459,125,131,37,528.451965788736,96.37956168837006,115.37298152290064,31,27,2613.934398912705,18.950247720732975,3.9350895733715876,25.15065842588682,56.3479335566167,1044.5388940827017,39.572035905294456,42.749891433875376,45.243265897416535,85.60570521059631,18.694956491455148,6998.5605412305595
Huye,Kigoma,-2.5845,29.7432,Sandy clay,0,0,2,3,0,3,6,8,2,0,3,0,1,38,468,26,230,85,682.1211998531596,76.04766567037564,117.7284636044838,28,7,2556.743970071326,11.109000571021394,1.276548032867645,45.404127898236574,47.69539981945505,761.6410587014919,65.73839956730647,47.772076478004536,34.69958907460386,58.78099629928953,38.42173649600864,89490.66363516585
Nyanza,Busasamana,-2.3519,29.7467,Clay,2,2,0,3,0,2,10,8,2,13,0,1,1,20,368,158,80,36,715.4463016053974,97.72962815932522,150.76095347713735,13,6,2356.3413221507103,15.577524118819982,6.772976616788446,17.68580732850167,37.56525415614881,930.6355013743764,37.1965583244299,52.21386598275657,45.34938319970149,52.351998761017185,39.706654711788644,-17746.401770083394
Nyanza,Cyabakamyi,-2.3228,29.7892,Sandy clay,3,2,0,4,3,0,4,1,1,4,3,0,0,35,740,144,192,19,617.2209425157291,75.2032122843283,96.32142446351341,33,16,2381.216745249423,9.003515329870627,9.45049088851054,36.09604851357233,59.278421016952926,1075.0986681018621,69.01738129088737,52.369268093149294,69.66655563547364,64.76008318128116,29.07395473157335,-6109.309556578257
Nyanza,Kigoma,-2.3744,29.7564,Loam,0,2,1,3,0,3,0,2,6,5,1,0,2,30,540,196,55,33,673.7424837814996,88.35247455068159,110.77320195949002,26,15,2333.6678620212483,8.211270707684516,2.6869660574423135,36.254055808834245,53.23102664156935,982.0049996734891,47.781669825550196,18.97311234550311,22.759933843526973,37.09835114431624,23.831262262267376,53949.98383602286
Nyanza,Mukingo,-2.3853,29.7231,Clay loam,1,4,3,0,2,3,10,5,1,9,2,1,0,35,810,82,234,7,634.5795486676858,74.83030218873553,130.3179892921276,41,14,2455.73389931663,14.159300055202003,5.786950234744899,37.73880368267376,55.96634970238251,835.098055000499,64.8922431930749,67.09444848225287,62.71414798247362,86.88053315671623,63.85524382667443,35470.167466558225
Nyanza,Ntyazo,-2.3567,29.7345,Sandy loam,7,4,0,3,2,2,0,3,5,4,0,0,2,47,553,15,152,63,839.0186326560672,80.20689127721239,74.89448093090408,25,18,2376.223925613584,18.81575293542824,7.993263208183517,76.35727310690362,76.05346936131356,701.071582172332,52.23026289056206,78.68095249828205,54.787585884508715,77.74974107907616,27.243265362720635,77512.27613961248
Nyanza,Nyagisozi,-2.3789,29.7567,Clay,0,0,0,0,0,6,5,5,0,4,1,1,2,18,944,179,85,55,784.144431277494,164.99278697925044,96.71368161392805,31,26,2430.255160546437,24.81897394624361,6.250325085530916,22.259307154172735,48.35535602975,1076.8602754091737,41.56576825712247,91.53475725940581,46.076235075510695,77.33274497613876,34.43851672683133,29299.73129794479
Nyanza,Rwabicuma,-2.3456,29.7678,Sandy clay,0,2,1,4,2,1,2,9,2,12,3,0,0,23,833,10,209,63,1078.8730830134355,86.56315685942717,82.23884469211475,46,15,2386.782440426161,6.864475262671949,0.7191115881953722,35.04217530074072,43.962604018405756,836.1742561921186,70.35972634006097,31.132443744336356,66.41228167151834,91.93538838137144,43.59274426163748,70242.38739936973
Nyanza,Kibirizi,-2.3678,29.7789,Loam,2,3,0,0,1,4,7,6,4,14,3,1,2,43,221,33,143,0,880.1467956286581,31.52518530321756,120.85670805790986,45,16,2367.613713821727,7.839481445452829,8.557394892340032,15.064323282495124,77.17708780552435,962.6563940982032,30.894323460136093,48.031989995213735,40.93954527899908,75.09502188828579,18.235077849751068,151773.84390772492
Nyanza,Muyira,-2.3567,29.7567,Clay loam,4,2,3,0,0,2,4,7,0,14,0,0,1,28,853,76,243,9,922.3864908538478,97.32878273385386,127.02215923397344,40,6,2409.746106391385,18.31285919726842,1.7761169719899188,48.57561825589201,33.157024325077316,362.09503488923895,57.99367543028723,22.881397163346534,53.850939139264796,60.287372591984365,33.5145921955984,-17653.932530920865
Nyanza,Nyanza,-2.3789,29.7678,Sandy loam,7,3,1,5,3,2,7,4,5,13,2,0,2,21,987,65,176,94,712.8776391541079,35.05125743906642,91.52529172461209,34,27,2342.4301439234728,13.873293270793425,7.550055892215088,47.41775433115998,20.801701826221787,847.1515459485687,64.08907044606856,38.05488396583089,41.45018351438127,63.879233862733464,46.6834458588428,52270.64334880914
Gisagara,Gikonko,-2.4672,29.8564,Clay,1,0,1,3,2,5,6,0,1,11,4,0,1,22,973,171,44,31,926.5039425462844,49.547028579931265,141.23179140803205,48,9,2431.373844647661,18.013813985255577,7.080324544263769,23.02468884798877,64.9432094682804,1178.4818205826218,35.03218073832738,21.286338076152184,43.57443791319437,37.99753033027439,54.375379630359234,68832.19813979242
Gisagara,Kibirizi,-2.4233,29.8789,Sandy loam,1,0,3,4,3,2,6,0,2,10,4,0,2,19,879,13,280,99,795.0793207636937,19.860937232456322,107.41957880735346,23,18,2369.2705607130574,10.24383274205201,4.0818598104772486,19.06153178635995,78.11040183298141,1534.6998593506537,38.523871686419604,56.82675063938986,66.29503493298307,37.91181892416407,15.947223737035895,110402.76180926198
Gisagara,Mamba,-2.4458,29.8453,Clay loam,0,0,2,0,2,2,7,6,1,12,2,0,1,24,716,156,294,86,575.8517509737651,41.98830108838397,124.48731087513683,25,14,2449.7784892938553,19.39395935235991,1.550371095540529,42.93284032665506,56.50967803508152,844.9818021220517,81.51569615804607,60.436256112406035,43.83855132467762,87.9316434267137,1.7112993210795864,-67497.96588831027
Gisagara,Muganza,-2.4567,29.8678,Sandy clay,2,3,2,4,2,1,9,3,6,0,0,0,2,6,435,79,186,19,600.8129005140764,36.5707400005134,112.62953304229062,41,13,2508.341472671491,10.24868290448104,3.181248738580735,55.30113157989933,68.13685854366445,774.8450251810027,65.94851129188532,68.29923695080672,52.39896528227158,62.901323495411326,36.374439061935156,107020.23099257838
Gisagara,Mukindo,-2.4345,29.8567,Loam,1,4,1,3,1,4,3,1,6,7,3,1,2,30,757,181,297,89,377.4895396243803,84.57321570014234,129.35173926543166,29,18,2518.27142494099,12.156269351498779,3.04055689227203,19.367513440289372,61.08655974604844,1185.3572307674485,33.75942365024687,74.37466833022845,83.71983763898285,75.88924541109607,33.6619942710771,62305.6065198827
Gisagara,Musha,-2.4789,29.8345,Clay loam,3,2,3,4,1,1,8,6,6,2,0,0,0,33,324,10,51,46,932.9073695753696,71.50704181260996,130.2523415575264,26,20,2476.8900563646357,9.565328762468539,4.0107407791668095,23.39932051820781,84.37032065018246,460.77680957722134,44.25497170115555,66.3698157038799,54.33753673604858,38.785350917249175,43.39626743629276,28404.294459179677
Gisagara,Ndora,-2.4234,29.8567,Sandy loam,3,0,4,5,4,1,8,1,6,6,0,0,0,19,641,109,148,16,1164.6782408155134,51.10852814713116,101.66753925583448,48,22,2428.331953501158,14.141374547338847,8.438689035043478,24.37677288204469,38.11789045834605,1336.4244171372334,31.988522534381655,64.77875955896697,65.7382487154562,93.52933437061256,50.20780827509515,72412.61209439542
Gisagara,Nyanza,-2.4567,29.8789,Clay,0,3,1,2,1,1,10,1,4,1,0,1,0,19,925,77,40,15,961.7598456296776,118.7158585881044,102.87268307524067,22,12,2457.3139792509187,20.496184255597925,2.62951483639965,-21.285571627715278,65.9658367544741,1461.342187830576,33.63536109795661,57.9098349557794,62.26059391611958,71.63155033858996,39.495293710310335,100148.56798998782
Gisagara,Save,-2.4789,29.8567,Sandy clay,0,1,0,1,1,0,1,9,6,8,1,0,1,11,324,101,183,81,467.50110480928697,47.51605039505792,118.40000055172979,18,8,2520.038787361732,12.764895691946148,1.5198574620477854,49.37900765961997,81.73812633800998,644.9827812981664,52.59692068593738,42.855360036956185,47.34099540889935,55.89858952443826,51.44376780372823,-5242.969308257816
Gisagara,Kansi,-2.4567,29.8345,Loam,1,1,1,0,0,2,11,1,5,7,1,0,1,40,992,88,221,94,914.335243055283,77.15248566965917,95.93603761676732,30,29,2454.223235275812,9.15260710660813,5.926348361869527,38.569477707250705,79.5980183377966,428.2739654697616,79.20002378823327,55.880476827014846,39.11093016851393,73.0679554256136,57.73101375905618,24505.9332815717
Gisagara,Kigembe,-2.4789,29.8678,Clay loam,1,4,1,3,0,0,6,8,4,9,2,1,0,28,589,59,268,43,630.9278885294935,81.52832442625369,80.00158439936132,15,23,2516.3144609055307,17.777533458772545,6.842248857854125,22.267360495340764,30.219839086767454,822.0532511807011,28.149602532648792,57.64282687451736,54.179026915768915,69.01915856831374,70.15715448449431,45448.25148429628
Gisagara,Gishubi,-2.4567,29.8789,Sandy loam,4,4,4,5,0,1,2,1,0,4,2,0,1,15,571,186,181,26,418.00763574405426,82.2441414727167,105.98449610786345,36,29,2482.102252237385,16.71074847881924,5.696921355282016,55.26550069621581,104.95371491638332,456.3986568493292,64.36970676767878,53.011042847107156,60.016661022319134,70.5244528458288,64.97090095863011,71808.68451372118
Gisagara,Mugombwa,-2.4345,29.8567,Clay,2,1,2,2,1,4,5,1,5,1,3,1,0,14,895,175,64,89,707.448134052958,36.557826555393476,98.61389917467629,15,16,2404.189222284702,12.555840440978667,5.875076612369729,9.827131898165309,48.38307247272539,896.6974859298233,60.38153570766793,7.041274232259234,40.31656765576574,63.2058617316246,41.08890187294817,27525.14075532277
Nyaruguru,Busanze,-2.7234,29.6567,Sandy clay,6,3,1,3,1,0,5,4,2,8,1,0,1,47,393,72,232,99,903.1692521422281,57.73907599423552,106.38855122515982,35,11,2712.0147778066457,11.87523797718147,9.592261374264222,39.10415996762824,56.515910585309456,1082.973431183796,48.34882154365236,47.23034643981789,61.97735745989594,86.44376030434,21.228199740951162,67914.81514418378
Nyaruguru,Cyahinda,-2.7456,29.6678,Clay loam,0,0,1,3,3,0,11,8,1,4,1,0,0,27,457,157,26,60,922.1657888410731,112.33306582282691,125.2214916072526,16,15,2770.801871398978,15.587014802523091,3.801703237810239,37.02467433276587,100.65056384073029,795.2194912277556,54.75461692369907,58.281336591441736,44.24762479775213,62.00410085905333,64.79635116922225,74618.93702200077
Nyaruguru,Kibeho,-2.7567,29.6789,Loam,0,2,0,0,1,4,11,7,2,8,0,1,2,23,125,143,299,47,1041.2885575381065,42.031215762981724,133.59115102914524,32,7,2818.086415214692,16.689444239058027,4.089644900655803,33.94091524397913,93.23511808501152,1167.156806036976,71.33521946051857,83.02931075525065,69.50429605106689,37.93028582228299,28.695560073797807,53400.04203522627
Nyaruguru,Mata,-2.7678,29.6567,Clay,4,1,1,0,1,5,11,6,3,4,3,0,1,33,831,108,116,26,619.2418293954155,26.71889316388566,96.46926216040046,45,5,2733.646727929326,15.072198860719007,6.042373377764517,48.217196824182544,47.554597811727675,897.9691896059811,52.93842162259047,38.222871791332565,39.794175745201336,74.54976199565817,54.671264598872966,48900.57684887186
Nyaruguru,Muganza,-2.7789,29.6678,Sandy loam,4,4,0,1,0,0,7,2,4,4,2,0,2,11,885,16,36,64,678.6070231231819,107.26775092659062,109.34400581501274,13,19,2760.6492973877716,14.199994314423952,5.12993189967649,26.85003777909955,62.635984346055615,584.9736507987196,42.985389455063,71.70403204011181,71.04402596186361,70.81803777871987,60.655259892141736,25395.15946668615
Nyaruguru,Munini,-2.7234,29.6789,Clay loam,0,0,0,0,3,0,9,7,6,3,0,0,1,33,201,13,240,97,635.7371349537912,70.71831590921741,174.08134064124533,37,14,2743.1517128185687,8.104079523859696,4.289723344506712,54.83167447997795,74.59476961382734,985.876231246001,64.73570703323836,50.758686842536406,42.425521416888024,44.016973610878765,32.23742912821257,48559.60165583817
Nyaruguru,Ngera,-2.7456,29.6567,Sandy clay,6,4,2,1,1,1,2,5,3,8,0,0,2,42,259,175,179,52,665.3449343409469,9.399515263618227,125.91018390686736,22,14,2699.5446152174304,20.873423519069018,5.051738852992211,52.86742762991896,58.0288958703637,766.2572046404509,33.32139059472397,102.748577977,49.84052919300346,59.14251987651989,29.832905266002335,94052.31515032674
Nyaruguru,Ngoma,-2.7567,29.6678,Loam,2,1,1,1,1,2,1,7,4,9,4,0,2,10,979,198,205,3,880.8075242313839,39.54757644667502,101.68647974632509,39,20,2771.606084289022,16.62175272356483,3.553123913213337,29.31723862245265,40.57228841335889,751.5356477269371,65.78382131398983,55.77376794880874,50.39344138994668,42.18207790067365,53.60529692184713,113411.14273170497
Nyaruguru,Nyabimata,-2.7678,29.6789,Clay,4,2,2,0,1,0,2,0,5,2,1,1,1,20,954,55,243,35,886.8374781734044,63.00934251531151,125.49831416087248,13,6,2774.422608882429,9.054331129031132,4.740588258108051,19.851083620939328,84.73940971571389,866.7357329290335,31.620892586250253,79.98987065270676,28.856012011414496,86.01357444049526,48.446074498311155,69874.28751654168
Nyaruguru,Nyagisozi,-2.7789,29.6567,Sandy loam,5,4,4,5,4,2,6,4,1,4,4,0,2,0,553,6,348,35,849.0939106236614,65.14617109140674,92.5247009763979,18,5,2827.3641614474,15.80768562200156,4.428154493714025,9.7049409443288,61.744112022989285,675.9394162263959,41.849712960528095,42.49328199305444,51.575078530815915,52.83791681685225,34.66776912115216,95307.66474395093
Nyaruguru,Ruheru,-2.7234,29.6678,Clay loam,5,4,1,1,0,3,8,4,2,8,3,0,2,34,510,0,268,8,534.9138536106254,63.890589791785,71.94506897836575,18,5,2760.7067190249522,14.561280268101676,3.938702413127216,11.76185994578012,60.48319520755666,1155.7862318279483,53.67901865618877,42.74368832451232,54.8235833943039,69.21108791506957,52.59852368193037,58039.1928818292
Nyaruguru,Ruramba,-2.7456,29.6789,Sandy clay,4,0,2,1,2,1,2,3,4,9,1,0,2,29,358,152,128,48,492.56639335102085,119.73431829770325,88.07102253715057,24,25,2725.1592115803446,-2.6458934486737284,6.959151634365946,33.1361582490526,60.505332254364085,1273.9131930293806,61.26305163021562,45.46658477192062,62.37851843102362,67.05398354989813,42.32893535633662,111287.29863254257
Nyaruguru,Rusenge,-2.7567,29.6567,Loam,0,1,1,3,0,3,10,0,3,0,3,0,2,11,279,91,92,70,936.1152068237102,87.62593005889553,110.13660705326325,46,29,2794.1864704639465,11.190990145875894,2.0855086430415213,9.081034344843218,67.08571276310592,1005.681648810922,43.27044098009008,61.72772117370032,67.14901999436327,74.64598092205604,28.897733389840596,154241.93153519375
Nyaruguru,Kivu,-2.7678,29.6678,Clay,0,3,2,1,0,0,5,4,6,14,4,1,0,22,241,132,110,57,796.6269252014555,86.6322221122853,81.24871379179717,18,10,2807.5891916224455,11.86290780562198,5.0163540651754435,49.217551241427934,61.06411652712991,123.98756760853746,66.6046578348242,44.013315113881745,78.35837032596959,71.03247407477384,27.470146033740797,42932.740846356035
Nyamagabe,Buruhukiro,-2.4234,29.5567,Sandy loam,2,3,0,5,2,1,8,5,5,8,3,0,0,39,643,8,192,28,600.7544497605063,101.47134152740425,78.83103545323615,46,13,2478.105225267066,13.0983960077463,9.642857654271488,59.00749722623206,102.5893006989013,907.8871913094449,37.76393382239222,58.31408237302181,72.97695048090681,48.96767687988977,61.09338254549001,70774.74425581416
Nyamagabe,Cyanika,-2.4456,29.5678,Clay,1,0,2,2,0,0,1,7,3,4,2,0,0,31,627,41,27,8,522.927289423145,53.962856361585196,88.50850632222298,10,15,2407.8505487442235,20.51712492513534,6.602237661885423,45.2380899843149,59.83079321080302,868.379512922681,46.26056929530777,65.87133241972428,53.829127483588465,69.82706562410158,35.281489785126084,19853.724574717442
Nyamagabe,Gatare,-2.4567,29.5789,Sandy clay,3,0,1,0,0,3,11,9,0,12,3,0,2,14,466,34,177,17,492.88244493349197,88.55319440936586,114.392983350405,26,23,2439.1712195285722,4.633742192958499,6.576688188349353,40.254035578608956,50.130709862280035,1123.217666069929,41.84814999740119,99.59383706133309,46.176390378821694,70.10932920092162,35.29736263108375,15730.511718839414
Nyamagabe,Kaduha,-2.4678,29.5567,Clay loam,4,2,0,3,0,1,2,0,1,13,3,0,2,15,393,101,245,17,273.6576586354318,101.4942011970477,115.70270949512147,23,15,2564.2168867390947,13.48501438083957,4.481672214345574,17.452181569741548,37.21852290042311,1260.9456403281904,28.206169634604578,40.93416771377194,37.86034943425974,49.58101001823044,28.084678476217505,24742.230584244906
Nyamagabe,Kamegeri,-2.4789,29.5678,Loam,4,4,1,0,2,0,4,1,4,14,2,0,1,38,846,49,182,7,560.1076454941281,69.86629816691479,100.85629746046367,29,21,2557.066081657633,17.311040841629662,5.02117283236995,27.19756085318784,23.60801002050976,1305.7708972602063,23.02937247732184,54.070290919033525,84.54908115423726,52.45154028875329,48.131181704874756,182154.18428174692
Nyamagabe,Kibirizi,-2.4234,29.5789,Sandy clay,5,4,1,2,0,0,4,6,1,8,3,0,2,17,16,156,265,95,633.1411102852313,80.40408213998258,98.8690114283514,34,10,2474.2820260824687,21.09237612286597,2.7797122878206797,18.82399452220163,83.3245043394777,987.4571831726165,43.333684941001295,41.79346265183287,73.28346248209976,82.72117438965354,20.65220326043372,63438.524997554705
Nyamagabe,Kibumbwe,-2.4456,29.5567,Clay,3,3,2,3,1,3,8,7,6,8,2,1,2,28,547,16,54,63,887.4349174124409,87.75650356498974,128.4589485332099,35,27,2488.6007402013474,11.483900034241028,4.057259085030732,44.24027499841251,89.49944319850344,1191.0641974773785,69.74166702910634,81.13897724293774,55.80445696074928,50.22639121747409,34.14538890686227,32784.14126478011
Nyamagabe,Kitabi,-2.4567,29.5678,Sandy loam,0,4,2,0,2,0,1,7,0,4,3,0,2,1,113,151,204,67,567.5126631622053,100.68540466097167,133.5841917030172,42,17,2448.918985652495,8.638935443059701,3.916303026430819,15.67086587847221,50.50257516004743,877.1155473564796,64.35829184983297,51.52036284918097,66.0274075025329,52.52430082002952,73.60127905398326,72373.79972522306
Nyamagabe,Mbazi,-2.4678,29.5789,Clay loam,4,2,2,1,1,3,6,2,3,13,1,0,2,24,120,198,190,97,714.3634101365037,108.75690756191665,114.2115613075945,22,20,2359.151867712404,21.756179992143874,0.6039507371072599,18.77518121334301,48.631256658721696,634.9311295881879,53.49487828936556,50.383044319565045,47.66942257171206,53.82869887388196,51.657071222409584,130366.83281132189
Nyamagabe,Mugano,-2.4789,29.5567,Loam,5,3,1,4,1,0,0,3,3,14,4,1,0,16,651,8,105,3,551.0571116693569,83.14131051646484,123.37065149653401,17,10,2502.9367513984575,12.462945516816415,2.720263643139993,47.64427495601236,52.85840074316078,1069.625922817474,24.977574358479544,82.71021841003636,63.46146546429667,77.90572801565521,15.696935732860517,44527.721620571305
Nyamagabe,Musange,-2.4234,29.5678,Sandy clay,2,0,2,3,2,3,4,9,6,3,1,0,2,11,142,21,233,76,849.6992019768849,79.25402967669947,131.62726962490615,31,27,2445.329063464934,14.28921938442997,7.1323444110502106,60.35685217270108,50.37385962581975,1370.3926764133305,21.053456240345763,43.966112502945926,45.85613265031043,60.425175706432036,37.78449502862022,-26915.18426386491
Nyamagabe,Mushubi,-2.4456,29.5789,Clay,0,0,0,2,1,6,9,9,3,11,0,0,2,11,151,126,246,5,1040.1796002237643,31.561653625495268,94.55429915655196,37,13,2421.6914135718166,10.427291511488875,4.236893758280917,30.038359711774753,30.56238093349748,837.9043844711174,56.0940067651285,57.196024959095844,43.282887461813665,91.34476901096384,61.495732064809914,39122.50685748845
